Order ID,Customer ID,Product ID,Date ID,Ship ID,Sales,Quantity,Discount,Profit
CA-2014-000720,CK-12325,FUR-FU-10000246,20140602,20140607,73.32,6,0,21.996
CA-2014-001700,SC-20725,FUR-TA-10004086,20140603,20140607,515.88,6,0,113.4936
CA-2016-000722,MP-17965,FUR-TA-10000198,20161215,20161219,1652.94,3,0,231.4116
CA-2016-003469,MC-17845,FUR-FU-10002045,20161214,20161219,133.38,6,0,58.6872
CA-2014-002743,MS-17530,FUR-FU-10004671,20141104,20141108,35.34,2,0,13.4292
CA-2014-000724,MR-17545,FUR-FU-10000222,20141007,20141013,129.92,5,0.2,21.112
CA-2014-004169,HA-14920,FUR-CH-10000229,20141011,20141013,433.568,2,0.2,-65.0352
CA-2014-000747,MH-17785,FUR-TA-10002607,20140527,20140527,567.12,10,0.2,-28.356
CA-2017-002803,DL-13330,FUR-FU-10000629,20171103,20171108,41.37,3,0,17.3754
CA-2017-000751,RF-19735,FUR-FU-10003577,20171002,20171006,157.74,11,0,56.7864
CA-2015-000755,MS-17830,FUR-FU-10002759,20151207,20151212,79.92,4,0,28.7712
CA-2016-000756,NB-18655,FUR-TA-10001095,20160918,20160922,383.438,4,0.45,-167.3184
CA-2016-002257,LA-16780,FUR-FU-10004952,20160917,20160922,109.48,2,0,33.9388
CA-2016-004582,AP-10720,FUR-FU-10003424,20160919,20160922,25.632,3,0.2,3.8448
CA-2014-002982,CL-12565,FUR-CH-10001797,20140712,20140718,123.136,4,0.2,13.8528
CA-2014-002103,AH-10120,FUR-CH-10002372,20140718,20140718,259.136,4,0.2,-25.9136
CA-2014-000769,AJ-10795,FUR-FU-10004306,20140514,20140520,310.88,2,0.2,23.316
CA-2014-003201,TT-21070,FUR-FU-10000308,20140518,20140520,149.232,3,0.2,3.7308
CA-2016-000770,LE-16810,FUR-CH-10003746,20160519,20160524,641.96,2,0,179.7488
CA-2016-001719,BN-11515,FUR-FU-10002088,20160519,20160524,35.92,4,0,15.0864
CA-2016-001720,BN-11515,FUR-FU-10000010,20160519,20160524,39.76,8,0,12.3256
CA-2016-001199,ZC-21910,FUR-CH-10004540,20160408,20160412,95.984,4,0.3,-4.1136
CA-2017-000776,BV-11245,FUR-FU-10002597,20170130,20170205,34.58,7,0,14.5236
CA-2016-004196,CK-12595,FUR-FU-10002597,20160408,20160414,24.7,5,0,10.374
CA-2016-001980,KT-16465,FUR-CH-10004086,20160414,20160414,933.536,4,0.2,105.0228
CA-2015-000778,NZ-18565,FUR-CH-10002335,20150821,20150823,544.008,3,0.2,40.8006
US-2015-000784,BM-11785,FUR-BO-10004409,20151003,20151006,35.49,1,0.5,-15.6156
CA-2015-000788,LT-17110,FUR-CH-10004675,20151212,20151216,348.928,2,0.2,34.8928
CA-2015-003584,KD-16495,FUR-TA-10003569,20151210,20151216,801.96,2,0,200.49
CA-2015-003585,KD-16495,FUR-CH-10004289,20151210,20151216,191.96,2,0,32.6332
CA-2015-000792,SA-20830,FUR-CH-10003199,20150626,20150630,332.94,3,0,79.9056
CA-2015-004045,JF-15565,FUR-FU-10001979,20150625,20150630,204.85,5,0,57.358
CA-2017-000801,HW-14935,FUR-FU-10004090,20170220,20170223,22.23,1,0,7.3359
CA-2017-000805,GM-14440,FUR-FU-10000794,20170422,20170424,18.28,2,0,6.2152
CA-2017-003714,JW-15955,FUR-FU-10004622,20170421,20170424,162.6,3,0,34.146
CA-2017-003748,DR-12880,FUR-FU-10002937,20170827,20170829,198.46,2,0,99.23
CA-2017-003752,DR-12880,FUR-CH-10004886,20170827,20170829,230.28,3,0.2,23.028
CA-2014-000811,ZC-21910,FUR-TA-10002903,20141013,20141015,1298.55,5,0,311.652
CA-2017-000814,PJ-19015,FUR-FU-10000794,20170514,20170514,18.28,2,0,6.2152
CA-2014-000820,CA-12775,FUR-CH-10001394,20140628,20140702,1228.465,5,0.3,0
CA-2017-000830,JE-15745,FUR-CH-10000665,20170616,20170621,301.96,2,0,90.588
CA-2017-001012,PF-19165,FUR-FU-10004848,20170617,20170621,155.25,3,0,46.575
CA-2017-000849,GA-14725,FUR-FU-10003878,20170101,20170106,48.896,4,0.2,8.5568
CA-2016-000854,GT-14710,FUR-FU-10004090,20160219,20160224,44.46,2,0,14.6718
CA-2014-000867,AJ-10780,FUR-FU-10000965,20140110,20140115,51.94,1,0,21.2954
CA-2016-000876,CC-12430,FUR-FU-10004017,20160117,20160121,322.59,3,0,64.518
CA-2017-000881,HP-14815,FUR-CH-10004287,20171130,20171202,1242.9,5,0.1,262.39
US-2017-000948,RB-19795,FUR-FU-10003601,20171128,20171202,516.488,7,0.2,-12.9122
US-2017-000949,RB-19795,FUR-FU-10000576,20171128,20171202,1007.232,6,0.2,75.5424
US-2017-000950,RB-19795,FUR-TA-10004154,20171128,20171202,2065.32,12,0.4,-619.596
CA-2016-000884,PM-19135,FUR-FU-10000732,20161022,20161024,31.4,5,0,10.048
US-2016-003977,EB-13930,FUR-FU-10003731,20161022,20161024,39.92,4,0,11.1776
CA-2017-001168,DL-13315,FUR-FU-10004952,20171208,20171210,109.48,2,0,33.9388
CA-2014-000885,LL-16840,FUR-FU-10001424,20140429,20140504,17.46,2,0,5.9364
CA-2014-001460,AA-10480,FUR-FU-10001473,20140504,20140504,27.46,2,0,9.8856
CA-2017-003432,LF-17185,FUR-FU-10002703,20171208,20171209,128.9,2,0,15.468
CA-2017-000907,PO-18865,FUR-BO-10003441,20171230,20180103,323.136,4,0.2,12.1176
CA-2015-000913,SC-20050,FUR-FU-10001935,20150531,20150607,22.2,6,0,9.102
CA-2017-000914,BM-11650,FUR-FU-10004091,20171127,20171129,46.94,1,0,19.2454
US-2014-000916,KL-16555,FUR-TA-10001520,20140615,20140621,99.918,2,0.3,-18.5562
US-2014-000917,KL-16555,FUR-CH-10003379,20140615,20140621,797.944,4,0.3,-56.996
CA-2016-000943,RW-19630,FUR-TA-10000577,20161213,20161220,1114.272,4,0.2,41.7852
US-2015-000947,CA-12775,FUR-TA-10002356,20150726,20150728,393.165,3,0.5,-204.4458
CA-2017-000953,KH-16360,FUR-FU-10001940,20170403,20170407,25.472,4,0.2,7.6416
US-2017-001337,JF-15190,FUR-FU-10003724,20170402,20170407,25.11,3,0,6.5286
US-2017-003337,PR-18880,FUR-FU-10000193,20170821,20170822,129.92,4,0,10.3936
US-2017-003338,PR-18880,FUR-TA-10001539,20170821,20170822,568.728,3,0.2,28.4364
CA-2017-000955,GH-14665,FUR-BO-10004709,20171228,20180101,78.8528,2,0.32,-11.596
CA-2015-000960,DL-12925,FUR-FU-10004188,20150922,20150922,204.6,2,0,53.196
CA-2017-003605,TH-21550,FUR-FU-10003976,20170821,20170827,25.16,2,0,8.5544
CA-2017-003606,TH-21550,FUR-FU-10004960,20170821,20170827,91.92,4,0,31.2528
CA-2017-000961,LW-16990,FUR-CH-10002965,20171114,20171119,321.568,2,0.2,28.1372
CA-2014-000971,DL-13315,FUR-FU-10001095,20140116,20140118,127.104,6,0.2,28.5984
CA-2016-000981,EB-13870,FUR-CH-10003199,20161003,20161008,599.292,6,0.1,93.2232
CA-2014-000984,TZ-21580,FUR-CH-10000665,20141111,20141114,603.92,5,0.2,75.49
CA-2017-000989,JG-15805,FUR-FU-10004071,20170521,20170526,520.05,5,0,72.807
CA-2015-000991,SL-20155,FUR-CH-10004086,20150329,20150331,1166.92,5,0.2,131.2785
CA-2015-000999,RD-19585,FUR-FU-10002885,20151028,20151103,24.1,5,0,9.158
CA-2015-001000,RD-19585,FUR-FU-10001918,20151028,20151103,33.11,7,0,12.9129
CA-2014-001011,VG-21790,FUR-FU-10001602,20141124,20141126,151.72,4,0,27.3096
CA-2014-002367,EH-13990,FUR-CH-10001714,20141124,20141126,120.712,1,0.2,-18.1068
US-2015-001014,JS-15880,FUR-TA-10003748,20151221,20151224,1618.37,13,0,356.0414
CA-2015-004337,GZ-14470,FUR-FU-10002088,20151220,20151224,14.368,2,0.2,3.9512
CA-2015-001017,KM-16225,FUR-FU-10002191,20150706,20150710,13.96,2,0,6.7008
CA-2015-001018,KM-16225,FUR-FU-10000965,20150706,20150710,155.82,3,0,63.8862
CA-2015-002635,BF-10975,FUR-FU-10003829,20150705,20150710,4.928,2,0.2,0.7392
CA-2015-001022,GT-14710,FUR-CH-10000309,20150427,20150503,1267.53,3,0,316.8825
CA-2014-001031,LA-16780,FUR-CH-10003379,20140711,20140715,854.94,3,0,213.735
CA-2014-001032,LA-16780,FUR-FU-10000629,20140711,20140715,124.11,9,0,52.1262
CA-2016-001037,EL-13735,FUR-FU-10003975,20160422,20160426,86.62,2,0,8.662
CA-2016-001886,PG-18895,FUR-FU-10001889,20160422,20160426,31.56,3,0,10.4148
CA-2016-001041,RD-19660,FUR-TA-10001095,20160320,20160324,697.16,4,0,146.4036
CA-2016-001043,MO-17500,FUR-BO-10001811,20160906,20160909,722.352,3,0.2,90.294
US-2016-001382,JK-16120,FUR-FU-10003394,20160903,20160909,83.952,3,0.6,-90.2484
CA-2017-001046,SN-20710,FUR-CH-10002304,20171012,20171016,254.604,14,0.3,-18.186
CA-2017-004257,TS-21610,FUR-FU-10001424,20171013,20171016,10.476,3,0.6,-6.8094
CA-2017-001338,CM-12115,FUR-FU-10004018,20170331,20170402,29.78,2,0,8.0406
US-2017-003089,DB-12910,FUR-FU-10001591,20170331,20170402,61,5,0,25.62
CA-2016-001048,ZC-21910,FUR-FU-10004006,20160308,20160313,102.36,3,0.2,-3.8385
US-2015-001051,DG-13300,FUR-FU-10000293,20150703,20150705,168.464,2,0.2,-29.4812
US-2015-001053,DG-13300,FUR-FU-10004460,20150703,20150705,282.888,9,0.2,56.5776
CA-2015-002205,SC-20725,FUR-FU-10001473,20150629,20150705,20.104,1,0.2,1.7591
CA-2015-001055,NF-18595,FUR-FU-10004622,20150404,20150408,108.4,2,0,22.764
US-2015-001061,JD-16060,FUR-CH-10003396,20150323,20150329,107.772,2,0.3,-29.2524
CA-2016-001068,BD-11620,FUR-CH-10001146,20161001,20161002,194.848,4,0.2,12.178
CA-2016-001265,CC-12220,FUR-FU-10003724,20161001,20161002,41.85,5,0,10.881
US-2016-001083,KD-16270,FUR-TA-10001095,20160301,20160305,836.592,8,0.4,-264.9208
CA-2017-001090,LW-16990,FUR-FU-10001967,20170604,20170610,31.984,2,0.2,1.999
US-2017-003854,GH-14410,FUR-FU-10004164,20170606,20170610,4.95,1,0,2.178
CA-2014-001098,NS-18640,FUR-TA-10004147,20140625,20140628,447.84,5,0.2,11.196
CA-2016-001100,PV-18985,FUR-FU-10000206,20160614,20160617,8.73,3,0,4.1031
CA-2016-002430,MZ-17515,FUR-FU-10004415,20160611,20160617,12.544,7,0.6,-9.0944
CA-2016-003581,MT-17815,FUR-TA-10004915,20160725,20160729,2430.08,8,0,388.8128
CA-2017-001115,RA-19915,FUR-BO-10002206,20171218,20171223,119.833,1,0.15,-12.6882
CA-2017-001910,DB-13660,FUR-FU-10001037,20171218,20171223,18.96,2,0,8.532
US-2014-001124,HL-15040,FUR-FU-10003194,20140120,20140126,38.6,4,0,11.58
US-2014-001127,HL-15040,FUR-CH-10002331,20140120,20140126,1067.94,3,0,224.2674
CA-2016-001130,BD-11605,FUR-TA-10004086,20160412,20160416,343.92,4,0,75.6624
CA-2015-001152,CB-12535,FUR-FU-10001852,20150508,20150514,8.352,6,0.2,1.2528
CA-2014-001156,PS-19045,FUR-TA-10001932,20141220,20141221,2244.48,7,0,493.7856
CA-2014-001158,PS-19045,FUR-TA-10000617,20141220,20141221,455.1,2,0,100.122
CA-2014-001434,IM-15070,FUR-CH-10000513,20141219,20141221,1819.86,14,0,163.7874
CA-2016-001159,GB-14530,FUR-CH-10002126,20160702,20160707,195.184,1,0.2,19.5184
CA-2017-001832,SL-20155,FUR-TA-10002356,20171021,20171021,262.11,1,0,62.9064
CA-2017-001904,DK-12835,FUR-CH-10000155,20171021,20171022,478.48,2,0.2,47.848
CA-2017-004479,BD-11620,FUR-TA-10003748,20171022,20171022,248.98,2,0,54.7756
CA-2016-001178,JE-15745,FUR-CH-10001270,20161201,20161205,172.5,2,0,51.75
US-2016-003471,CL-11890,FUR-FU-10003724,20161201,20161205,16.74,2,0,4.3524
CA-2016-004250,SJ-20500,FUR-CH-10004997,20161201,20161205,751.92,4,0,150.384
CA-2016-001223,BM-11140,FUR-FU-10001602,20161204,20161205,113.79,3,0,20.4822
CA-2017-001191,BT-11530,FUR-CH-10003973,20170226,20170228,892.224,3,0.2,89.2224
US-2015-001195,NG-18355,FUR-FU-10002268,20150915,20150915,15.712,4,0.2,2.5532
US-2015-001197,NG-18355,FUR-FU-10003394,20150915,20150915,55.968,1,0.2,-2.0988
CA-2016-001201,LS-16945,FUR-CH-10002335,20160718,20160724,544.008,3,0.2,40.8006
CA-2016-001203,LS-16945,FUR-CH-10002331,20160718,20160724,854.352,3,0.2,10.6794
CA-2016-001212,SW-20755,FUR-BO-10004695,20160714,20160718,579.136,4,0.2,21.7176
CA-2016-003365,MC-17425,FUR-FU-10001940,20160716,20160718,9.552,3,0.6,-3.8208
US-2017-001213,SP-20620,FUR-CH-10004860,20170909,20170913,141.372,2,0.3,-48.4704
US-2017-001218,SP-20620,FUR-FU-10001867,20170909,20170913,17.024,2,0.2,1.7024
US-2017-001714,MM-18055,FUR-TA-10004289,20170908,20170913,765.625,7,0.5,-566.5625
CA-2014-001246,NP-18700,FUR-TA-10004619,20141212,20141214,764.688,6,0.2,95.586
CA-2014-001247,NP-18700,FUR-TA-10003473,20141212,20141214,3610.848,12,0.2,135.4068
CA-2014-001248,NP-18700,FUR-BO-10004467,20141212,20141214,254.9745,3,0.15,11.9988
CA-2017-001250,DJ-13630,FUR-CH-10001708,20171218,20171224,1141.938,9,0.1,139.5702
CA-2017-001256,MH-18115,FUR-FU-10003724,20170310,20170314,6.696,1,0.2,0.5022
CA-2017-001257,MH-18115,FUR-FU-10003535,20170310,20170314,43.872,2,0.2,11.5164
US-2014-001268,JC-16105,FUR-CH-10001146,20141224,20141229,292.272,6,0.2,18.267
US-2014-004509,BF-11170,FUR-FU-10002554,20141224,20141229,23.99,1,0,5.5177
CA-2017-001269,BG-11695,FUR-FU-10000246,20170923,20170927,29.328,3,0.2,3.666
CA-2016-001275,MS-17710,FUR-CH-10001973,20160526,20160526,388.43,5,0.3,-88.784
CA-2016-001288,TB-21355,FUR-FU-10000397,20161122,20161126,39.88,2,0,11.1664
US-2016-003033,JH-16180,FUR-CH-10003833,20161121,20161126,195.136,4,0.2,-12.196
CA-2014-003623,JC-15775,FUR-FU-10002878,20140914,20140919,142.4,5,0,52.688
CA-2014-004251,BS-11365,FUR-CH-10000988,20140919,20140919,887.103,7,0.1,177.4206
CA-2016-001301,LC-17140,FUR-FU-10003664,20161223,20161225,572.76,6,0,166.1004
CA-2016-001302,LC-17140,FUR-FU-10003664,20161223,20161225,286.38,3,0,83.0502
CA-2015-001303,TC-21535,FUR-BO-10003433,20150919,20150924,61.96,2,0,4.3372
CA-2015-001419,SV-20815,FUR-FU-10001706,20150921,20150924,4.928,4,0.6,-1.4784
CA-2017-002217,NS-18505,FUR-CH-10000553,20171001,20171002,108.608,4,0.2,9.5032
US-2017-001304,CS-12460,FUR-FU-10002554,20170703,20170707,23.99,1,0,5.5177
CA-2016-001311,RC-19825,FUR-CH-10003846,20160620,20160621,161.568,2,0.2,-8.0784
CA-2017-002317,EM-13825,FUR-CH-10003833,20170720,20170725,182.94,3,0,27.441
CA-2016-001316,HG-14965,FUR-FU-10004960,20161218,20161223,183.84,8,0,62.5056
CA-2015-001327,AD-10180,FUR-FU-10001867,20150614,20150618,51.072,6,0.2,5.1072
CA-2016-001330,LD-17005,FUR-FU-10003691,20160523,20160527,37.05,3,0,16.302
CA-2016-002442,AF-10870,FUR-TA-10003748,20160522,20160527,174.286,2,0.3,-19.9184
CA-2014-001351,BP-11290,FUR-CH-10002880,20141003,20141008,258.279,3,0.3,-70.1043
CA-2014-002275,AR-10405,FUR-TA-10001866,20141003,20141008,143.432,1,0.2,3.5858
CA-2014-002276,AR-10405,FUR-CH-10002774,20141003,20141008,122.352,3,0.2,13.7646
CA-2014-001466,MB-17305,FUR-FU-10001602,20140808,20140814,121.376,4,0.2,-3.0344
CA-2017-001355,LW-16990,FUR-TA-10003473,20170504,20170509,300.904,1,0.2,11.2839
CA-2017-001359,LB-16735,FUR-FU-10000010,20170426,20170427,1.988,1,0.6,-1.4413
CA-2017-001369,SZ-20035,FUR-FU-10001588,20170708,20170711,145.9,5,0,62.737
CA-2015-002327,BM-11575,FUR-BO-10004709,20150915,20150919,46.384,1,0.2,1.1596
CA-2015-003817,NW-18400,FUR-TA-10003569,20150915,20150919,801.96,2,0,200.49
CA-2015-003819,NW-18400,FUR-CH-10004853,20150915,20150919,1056.86,7,0,306.4894
CA-2015-001375,CA-12265,FUR-TA-10003008,20150914,20150919,912.75,5,0,118.6575
US-2016-001386,PP-18955,FUR-FU-10004091,20160205,20160205,18.84,3,0,7.1592
US-2016-001387,PP-18955,FUR-BO-10004015,20160205,20160205,239.98,2,0,52.7956
US-2017-001395,CK-12760,FUR-TA-10002958,20171009,20171014,652.45,5,0.5,-430.617
US-2017-001396,CK-12760,FUR-TA-10001676,20171009,20171014,66.645,3,0.5,-42.6528
CA-2017-003821,HG-14845,FUR-BO-10003034,20171009,20171014,314.352,3,0.2,-15.7176
CA-2017-001540,CL-11890,FUR-BO-10002545,20170915,20170917,782.94,3,0,203.5644
US-2016-001403,GM-14455,FUR-TA-10002622,20160419,20160425,205.176,2,0.4,-58.1332
US-2014-001406,SD-20485,FUR-TA-10001039,20140406,20140408,154.764,3,0.4,-36.1116
CA-2016-001409,KD-16270,FUR-FU-10001967,20160902,20160906,39.98,2,0,9.995
US-2016-001410,AB-10105,FUR-TA-10002356,20160925,20160930,393.165,3,0.5,-204.4458
CA-2016-001412,JD-15895,FUR-CH-10002335,20160709,20160713,408.006,2,0.1,72.5344
CA-2016-001413,JD-15895,FUR-FU-10000723,20160709,20160713,165.28,4,0,14.8752
CA-2017-001416,BT-11305,FUR-FU-10003976,20170128,20170131,37.74,3,0,12.8316
CA-2015-001439,JE-15745,FUR-CH-10002024,20151015,20151015,2453.43,5,0.3,-350.49
CA-2017-001447,SD-20485,FUR-CH-10004289,20170613,20170616,470.302,7,0.3,-87.3418
CA-2016-002024,RH-19510,FUR-CH-10004675,20160919,20160921,872.32,4,0,244.2496
CA-2016-003249,SJ-20125,FUR-CH-10004875,20160917,20160921,113.888,2,0.2,9.9652
CA-2017-002258,TS-21610,FUR-CH-10000015,20170616,20170619,1212.96,7,0.2,90.972
CA-2017-001457,ME-17320,FUR-TA-10002530,20170612,20170619,452.94,3,0,67.941
CA-2017-002870,LC-16885,FUR-FU-10001546,20170612,20170619,17.088,2,0.2,1.068
US-2016-001462,MB-18085,FUR-TA-10001095,20160311,20160315,244.006,2,0.3,-31.3722
CA-2016-002759,JP-16135,FUR-FU-10004270,20160311,20160315,76.92,4,0,31.5372
CA-2016-001464,LC-16930,FUR-CH-10002126,20160826,20160828,1024.716,6,0.3,-29.2776
CA-2015-001489,CM-12655,FUR-FU-10003347,20151103,20151107,42.6,3,0,16.614
CA-2017-001493,TS-21370,FUR-CH-10000785,20171124,20171128,977.292,6,0.1,173.7408
CA-2017-001494,JW-15220,FUR-FU-10002885,20171030,20171103,9.64,2,0,3.6632
CA-2017-001743,MC-18100,FUR-FU-10004415,20171030,20171103,7.168,2,0.2,0.9856
CA-2017-002568,SF-20200,FUR-TA-10003954,20171101,20171103,2665.62,9,0,239.9058
CA-2016-001504,AT-10435,FUR-FU-10000010,20161124,20161201,9.94,2,0,3.0814
CA-2014-002998,NW-18400,FUR-FU-10000550,20140621,20140625,3.984,1,0.2,0.6474
CA-2015-001506,PC-19000,FUR-TA-10003715,20150801,20150807,1004.976,6,0.2,-175.8708
CA-2017-001510,JM-15535,FUR-FU-10004270,20170912,20170915,8.36,2,0,3.0096
CA-2017-001948,AC-10615,FUR-FU-10001196,20170902,20170906,11.54,2,0,3.462
CA-2017-001949,AC-10615,FUR-TA-10001889,20170902,20170906,254.526,1,0.4,-93.3262
CA-2017-001954,AC-10615,FUR-CH-10003379,20170902,20170906,1282.41,5,0.1,213.735
CA-2017-003513,HW-14935,FUR-BO-10000112,20170904,20170906,825.174,9,0.3,-117.882
US-2017-001516,AI-10855,FUR-CH-10002961,20171211,20171217,63.686,1,0.3,-9.098
CA-2017-001517,MC-17845,FUR-TA-10004256,20171210,20171214,1669.6,4,0,116.872
CA-2016-001528,CJ-12010,FUR-FU-10002456,20160722,20160727,11.648,2,0.2,3.3488
CA-2017-001535,MP-18175,FUR-BO-10004015,20170210,20170214,203.983,2,0.15,16.7986
CA-2017-003087,TP-21415,FUR-FU-10000550,20170209,20170214,3.984,2,0.6,-2.6892
CA-2016-002946,LH-17020,FUR-FU-10004020,20161104,20161105,38.29,7,0,16.4647
CA-2014-001542,CK-12205,FUR-FU-10003981,20140311,20140316,8.32,5,0.2,2.288
CA-2014-001546,PC-18745,FUR-BO-10002613,20141231,20150104,1573.488,7,0.2,196.686
US-2014-002788,MD-17860,FUR-FU-10001588,20141202,20141206,58.36,5,0.6,-24.803
US-2014-002790,MD-17860,FUR-FU-10002759,20141202,20141206,39.96,5,0.6,-23.976
CA-2015-001559,JE-15475,FUR-TA-10001039,20150316,20150318,171.96,2,0,44.7096
US-2017-001563,SG-20470,FUR-TA-10000577,20170630,20170630,1044.63,5,0.4,-295.9785
US-2014-001571,SC-20095,FUR-CH-10000863,20141123,20141125,603.92,5,0.2,-67.941
US-2014-001574,SC-20095,FUR-CH-10000595,20141123,20141125,381.44,2,0.2,23.84
CA-2014-001576,MC-18100,FUR-CH-10004675,20141215,20141218,763.28,5,0.3,-21.808
CA-2017-003496,KB-16240,FUR-CH-10000665,20170924,20170928,603.92,4,0,181.176
CA-2015-001595,DP-13390,FUR-BO-10000362,20150324,20150327,359.058,3,0.3,-35.9058
CA-2017-001596,MD-17350,FUR-CH-10004540,20170508,20170512,47.992,2,0.3,-2.0568
CA-2017-004471,DJ-13510,FUR-CH-10003535,20170508,20170512,128.058,3,0.3,-23.7822
CA-2017-001597,MY-17380,FUR-FU-10001290,20171016,20171018,547.3,13,0,175.136
CA-2016-001602,GB-14530,FUR-FU-10001488,20160508,20160513,211.96,2,0,42.392
CA-2014-001611,ML-17395,FUR-BO-10000362,20140526,20140530,290.666,2,0.15,27.3568
CA-2014-002752,HF-14995,FUR-CH-10000988,20140526,20140530,225.296,2,0.2,22.5296
CA-2017-001621,JC-15385,FUR-FU-10002937,20170708,20170715,198.46,2,0,99.23
CA-2017-001629,AS-10240,FUR-FU-10004415,20170621,20170625,17.92,5,0.2,2.464
CA-2016-001642,TB-21280,FUR-FU-10000629,20160526,20160601,41.37,3,0,17.3754
CA-2016-002014,AM-10705,FUR-CH-10001854,20160918,20160923,350.98,1,0,84.2352
CA-2014-001658,HL-15040,FUR-FU-10000010,20140512,20140515,34.79,7,0,10.7849
CA-2016-003542,SV-20365,FUR-FU-10002107,20160918,20160920,5.352,3,0.2,1.6056
CA-2016-003543,SV-20365,FUR-CH-10002647,20160918,20160920,99.372,2,0.3,-7.098
US-2015-001670,MM-17920,FUR-TA-10001889,20150110,20150115,1018.104,4,0.4,-373.3048
CA-2014-001681,SB-20290,FUR-FU-10000758,20140907,20140913,42.368,2,0.2,8.4736
CA-2016-001684,CB-12535,FUR-FU-10002597,20161107,20161112,14.82,3,0,6.2244
CA-2014-001690,TS-21610,FUR-TA-10001539,20140816,20140820,853.092,6,0.4,-227.4912
US-2016-001693,HZ-14950,FUR-FU-10004020,20160314,20160319,21.88,5,0.2,6.2905
CA-2015-001702,ND-18370,FUR-CH-10000595,20150713,20150715,1931.04,9,0.1,321.84
CA-2017-001715,DC-13285,FUR-BO-10003965,20171007,20171013,307.666,2,0.15,-14.4784
CA-2017-004146,EH-14125,FUR-CH-10000863,20170130,20170206,120.784,1,0.2,-13.5882
US-2015-001724,KD-16345,FUR-BO-10003966,20151220,20151225,359.058,3,0.3,-71.8116
US-2017-001728,FM-14215,FUR-TA-10001307,20170429,20170504,1048.35,5,0.4,-69.89
CA-2015-001751,MO-17800,FUR-TA-10004607,20151122,20151127,206.962,2,0.3,-32.5226
CA-2015-003075,BS-11755,FUR-BO-10004409,20151003,20151008,120.666,2,0.15,18.4548
CA-2017-001752,JW-15955,FUR-FU-10001918,20171014,20171017,9.46,2,0,3.6894
CA-2017-003711,RS-19765,FUR-TA-10001705,20171015,20171017,510.24,3,0.2,6.378
CA-2015-001761,AG-10900,FUR-BO-10000330,20150905,20150909,411.332,4,0.15,-4.8392
CA-2015-001763,AG-10900,FUR-BO-10003159,20150905,20150909,293.199,3,0.15,-20.6964
CA-2016-001766,ML-17755,FUR-FU-10001591,20160804,20160808,109.8,9,0,46.116
CA-2014-001792,RP-19390,FUR-CH-10001854,20141201,20141203,2807.84,8,0,673.8816
CA-2014-004493,JK-15730,FUR-FU-10000221,20141201,20141203,8.128,2,0.2,1.4224
CA-2014-004495,JK-15730,FUR-CH-10000015,20141201,20141203,909.72,6,0.3,-51.984
CA-2016-001799,RM-19375,FUR-FU-10003039,20160707,20160711,215.65,5,0,73.321
CA-2016-002372,BF-11020,FUR-FU-10004973,20160707,20160711,60.288,8,0.6,-27.1296
CA-2016-002375,BF-11020,FUR-CH-10000785,20160707,20160711,253.372,2,0.3,-14.4784
CA-2017-003027,MO-17800,FUR-FU-10001488,20170422,20170426,254.352,3,0.2,0
CA-2017-002239,SJ-20125,FUR-FU-10004597,20170420,20170426,44.4,2,0.6,-52.17
CA-2016-001802,AS-10135,FUR-FU-10004270,20161113,20161119,4.18,1,0,1.5048
CA-2016-001810,HK-14890,FUR-FU-10001196,20161023,20161029,16.156,7,0.6,-12.117
CA-2015-001909,RW-19540,FUR-FU-10004093,20150203,20150204,136.92,4,0,41.076
CA-2015-001815,SP-20620,FUR-TA-10002607,20150914,20150918,170.136,3,0.2,-8.5068
US-2014-001820,JL-15235,FUR-FU-10002553,20140525,20140529,29.32,2,0.6,-24.189
CA-2016-001823,EA-14035,FUR-CH-10004754,20160216,20160220,62.958,3,0.3,-2.6982
CA-2016-001826,SA-20830,FUR-FU-10001935,20161222,20161228,11.84,4,0.2,3.108
CA-2016-001827,SA-20830,FUR-FU-10002878,20161222,20161228,22.784,1,0.2,4.8416
CA-2016-001842,KH-16330,FUR-CH-10000988,20160718,20160723,140.81,1,0,39.4268
CA-2015-004060,LC-16885,FUR-CH-10000595,20151120,20151124,572.16,3,0.2,35.76
CA-2015-001844,FA-14230,FUR-FU-10001986,20150209,20150211,40.784,2,0.6,-30.588
US-2017-001847,DA-13450,FUR-FU-10004973,20170112,20170117,37.68,2,0,15.8256
CA-2017-001848,FH-14275,FUR-CH-10002602,20170910,20170910,362.352,3,0.2,27.1764
CA-2017-004010,SC-20725,FUR-FU-10001215,20170101,20170105,474.43,11,0,199.2606
US-2017-001861,GM-14440,FUR-BO-10001918,20170326,20170327,257.568,2,0.2,-28.9764
CA-2017-004429,CL-12565,FUR-CH-10004495,20170321,20170327,1805.88,6,0,523.7052
CA-2017-001867,AH-10075,FUR-FU-10004460,20170415,20170418,196.45,5,0,70.722
CA-2014-001872,ME-18010,FUR-CH-10001215,20140721,20140725,801.568,2,0.2,50.098
CA-2014-001873,ME-18010,FUR-TA-10004175,20140721,20140725,272.848,1,0.2,27.2848
CA-2016-004259,MM-18280,FUR-CH-10002880,20160314,20160316,196.784,2,0.2,-22.1382
US-2016-001876,CJ-12010,FUR-BO-10003272,20160310,20160316,176.784,1,0.2,-22.098
CA-2017-002432,HM-14860,FUR-FU-10001935,20171228,20180102,7.4,2,0,3.034
